20191017	1200	22.2	-95.7	64.75	1007	1081.48	723.26	959.84	797.65	890.56	0.33	0.48	0.23
20191017	1800	22.6	-95.2	64.75	1005	1225.60	695.54	887.64	766.44	893.8	0.43	0.5	0.23
20191018	0000	23.2	-94.5	74.0	1003	1323.74	70.21	746.50	816.99	739.36	0.95	0.56	0.23
20191018	0600	24.1	-93.0	83.25	1002	1197.83	833.05	57.87	815.39	726.04	0.95	0.39	0.17
20191018	1200	25.2	-91.2	92.5	1001	1093.36	742.16	762.40	868.92	866.71	0.32	0.43	0.27
20191018	1800	26.4	-89.4	92.5	1000	1162.76	572.60	629.39	1041.35	851.52	0.51	0.47	0.28
20191019	0000	27.8	-87.8	92.5	996	877.00	497.77	889.59	1143.10	851.86	0.56	0.51	0.22
20191019	0600	28.6	-87.1	92.5	996	954.36	0.00	872.33	970.87	932.52	1.0	0.59	0.21
20191019	1200	29.3	-86.4	74.0	996	1185.48	0.00	0.00	1293.88	1239.68	1.0	0.55	0.16
20191019	1800	30.2	-85.4	74.0	999	1174.34	346.13	0.00	1203.77	908.08	1.0	0.67	0.11
20191020	0000	31.2	-84.2	64.75	1000	672.46	309.98	0.00	986.33	656.26	1.0	0.52	0.11
20191020	0600	33.1	-81.7	74.0	1002	714.95	204.41	866.07	866.23	662.92	0.76	0.56	0.1
20191020	1200	35.1	-79.1	74.0	1002	-9999	-9999	-9999	-9999	-9999.0	-0.0	-0.04	-9999.0
20191020	1800	37.0	-76.7	74.0	1002	-9999	-9999	-9999	-9999	-9999.0	-0.0	-0.04	-9999.0
20191021	0000	37.5	-74.5	74.0	1001	-9999	-9999	-9999	-9999	-9999.0	-0.0	-0.03	-9999.0
