20181019	0000	13.0	-91.5	46.25	1007	567.72	668.36	582.63	673.90	623.15	0.16	0.62	0.16
20181019	0600	13.1	-91.7	46.25	1007	589.11	879.57	635.44	464.77	642.22	0.47	0.49	0.17
20181019	1200	13.2	-91.8	55.5	1006	493.84	1001.75	644.05	268.77	602.1	0.73	0.35	0.18
20181019	1800	13.3	-92.0	64.75	1005	814.63	796.07	617.69	349.98	644.59	0.57	0.51	0.16
20181020	0000	13.6	-92.4	64.75	1005	809.51	861.34	392.19	732.60	698.91	0.54	0.61	0.14
20181020	0600	14.0	-92.8	64.75	1005	533.85	1001.44	647.81	735.12	729.56	0.47	0.61	0.15
20181020	1200	14.3	-93.3	74.0	1004	657.16	778.22	647.11	190.28	568.19	0.76	0.58	0.12
20181020	1800	14.5	-94.0	83.25	1002	744.30	743.71	779.26	169.38	609.16	0.78	0.59	0.08
20181021	0000	14.7	-94.7	83.25	1002	901.03	790.50	799.34	740.83	807.92	0.18	0.62	0.12
20181021	0600	14.7	-95.5	83.25	1002	752.19	897.33	749.00	396.65	698.79	0.56	0.54	0.16
20181021	1200	14.5	-96.5	83.25	1002	935.52	1611.04	556.67	240.18	835.85	0.85	0.63	0.19
20181021	1800	14.2	-97.4	74.0	1003	934.78	1513.92	528.72	348.97	831.6	0.77	0.69	0.2
20181022	0000	14.1	-98.4	74.0	1003	747.58	1401.20	325.45	723.57	799.45	0.77	0.67	0.2
20181022	0600	14.1	-99.3	74.0	1003	305.82	1295.71	581.12	946.45	782.28	0.76	0.54	0.21
20181022	1200	14.6	-100.1	74.0	1003	670.38	1176.22	527.76	842.46	804.2	0.55	0.58	0.19
20181022	1800	15.2	-100.8	64.75	1005	146.76	1167.20	644.48	830.25	697.17	0.87	0.57	0.19
20181023	0000	16.0	-101.3	64.75	1006	42.58	1050.13	703.78	728.52	631.25	0.96	0.65	0.21
20181023	0600	16.8	-101.7	55.5	1007	54.45	969.33	713.43	732.30	617.38	0.94	0.67	0.23
20181023	1200	17.8	-102.2	46.25	1008	27.78	881.99	652.10	672.11	558.5	0.97	0.62	0.28
20181023	1330	18.0	-102.4	46.25	1008	59.73	855.06	654.01	650.28	554.77	0.93	0.62	0.27
