20090827	1800	10.9	-113.8	46.25	1010	313.32	607.95	762.67	690.17	593.53	0.59	0.58	0.14
20090828	0000	11.0	-115.1	46.25	1009	567.25	602.11	689.66	693.89	638.23	0.18	0.47	0.12
20090828	0600	11.1	-116.2	46.25	1009	500.34	506.33	408.85	628.98	511.12	0.35	0.59	0.18
20090828	1200	11.2	-117.3	46.25	1009	613.36	589.94	620.25	641.99	616.38	0.08	0.68	0.13
20090828	1800	11.5	-118.4	46.25	1009	664.27	479.95	827.27	82.58	513.52	0.9	0.46	0.13
20090829	0000	11.9	-119.4	46.25	1009	500.06	318.98	699.78	149.08	416.98	0.79	0.46	0.24
20090829	0600	12.2	-120.3	46.25	1009	615.23	447.74	665.58	240.14	492.17	0.64	0.48	0.23
20090829	1200	12.5	-121.1	55.5	1007	628.82	257.60	543.42	451.07	470.23	0.59	0.44	0.18
20090829	1800	12.7	-121.8	64.75	1005	456.20	254.10	451.75	142.36	326.1	0.69	0.25	0.19
20090830	0000	13.3	-121.9	74.0	1002	192.28	297.76	361.61	163.33	253.74	0.55	0.37	0.45
20090830	0600	13.9	-122.0	83.25	1000	419.36	193.33	618.11	553.44	446.06	0.69	0.29	0.09
20090830	1200	14.5	-122.0	83.25	1000	299.15	225.54	680.65	624.38	457.43	0.67	0.3	0.14
20090830	1800	15.1	-122.0	74.0	1003	0.00	153.80	656.64	432.18	414.21	1.0	0.41	0.11
20090831	0000	15.6	-121.9	64.75	1005	146.99	261.14	782.56	593.30	446.0	0.81	0.46	0.12
20090831	0600	16.1	-121.8	55.5	1007	121.47	162.01	565.54	593.75	360.69	0.8	0.58	0.07
20090831	1200	16.5	-121.7	55.5	1007	75.62	98.62	620.16	612.28	351.67	0.88	0.7	0.07
20090831	1800	16.9	-121.6	55.5	1008	51.12	147.10	579.99	818.34	399.14	0.94	0.53	0.08
20090901	0000	17.3	-121.6	55.5	1008	1755.10	217.77	214.84	1689.14	969.21	0.88	0.7	0.09
20090901	0600	17.6	-121.8	55.5	1008	158.09	131.77	139.62	756.02	296.38	0.83	0.63	0.04
20090901	1200	17.9	-121.9	55.5	1008	144.63	130.16	234.78	116.68	156.56	0.5	0.46	0.47
20090901	1800	18.2	-121.9	46.25	1008	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20090902	0000	18.4	-121.7	46.25	1008	159.55	114.43	0.00	166.23	146.74	1.0	0.55	0.33
20090902	0600	18.5	-121.5	46.25	1008	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20090902	1200	18.7	-121.3	46.25	1008	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20090902	1800	19.0	-121.0	46.25	1008	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20090903	0000	19.4	-120.8	46.25	1008	0.00	145.57	0.00	0.00	145.57	1.0	0.64	0.44
20090903	0600	19.7	-120.6	46.25	1008	0.00	137.54	0.00	0.00	137.54	1.0	0.87	0.07
20090903	1200	19.8	-121.0	37.0	1009	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20090903	1800	19.9	-121.5	37.0	1009	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20090904	0000	19.8	-122.1	37.0	1009	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20090904	0600	19.5	-122.7	37.0	1009	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20090904	1200	19.1	-123.3	37.0	1009	0.00	0.00	0.00	584.14	584.14	1.0	0.97	0.0
20090904	1800	18.7	-124.0	37.0	1009	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20090905	0000	18.2	-124.8	37.0	1009	0.00	0.00	0.00	672.56	672.56	1.0	0.93	0.02
20090905	0600	17.8	-125.7	37.0	1009	0.00	0.00	0.00	740.25	740.25	1.0	0.86	0.02
20090905	1200	17.3	-126.6	37.0	1009	0.00	0.00	0.00	743.23	743.23	1.0	0.84	0.05
20090905	1800	16.8	-127.6	37.0	1009	1059.98	0.00	0.00	1072.37	1066.18	1.0	0.71	0.05
20090906	0000	16.3	-128.6	37.0	1009	839.61	0.00	0.00	863.19	851.4	1.0	0.75	0.07
20090906	0600	15.8	-129.7	37.0	1009	1084.52	0.00	0.00	1078.82	1081.67	1.0	0.75	0.05
