20160701	0600	13.3	-114.3	46.25	1008	470.21	623.45	627.76	0.00	573.81	1.0	0.45	0.14
20160701	1200	13.7	-115.1	46.25	1008	399.72	353.34	580.37	0.00	444.48	1.0	0.53	0.2
20160701	1800	14.1	-115.9	46.25	1008	605.06	422.19	345.82	26.76	349.96	0.96	0.36	0.27
20160702	0000	14.5	-116.7	46.25	1007	547.95	275.61	353.87	94.46	317.97	0.83	0.56	0.23
20160702	0600	14.9	-117.6	55.5	1006	208.87	332.66	327.72	71.32	235.14	0.79	0.4	0.52
20160702	1200	15.3	-118.5	55.5	1006	252.78	280.13	361.72	97.73	248.09	0.73	0.32	0.38
20160702	1800	15.8	-119.7	64.75	1005	164.10	297.93	748.56	608.71	454.82	0.78	0.33	0.13
20160703	0000	16.3	-121.0	74.0	1004	184.44	153.42	320.22	587.95	311.51	0.74	0.14	0.19
20160703	0600	16.8	-122.1	83.25	1002	118.12	62.54	139.77	120.61	110.26	0.55	0.22	0.48
20160703	1200	17.2	-123.3	83.25	1002	98.94	75.56	774.49	181.09	282.52	0.9	0.11	0.09
20160703	1800	17.5	-124.4	74.0	1004	44.11	72.04	116.66	135.27	92.02	0.67	0.34	0.47
20160704	0000	17.8	-125.5	74.0	1004	203.91	121.28	55.56	208.18	147.23	0.73	0.42	0.28
20160704	0600	18.1	-126.6	74.0	1006	296.45	127.89	799.09	779.77	500.8	0.84	0.59	0.05
20160704	1200	18.4	-127.7	64.75	1007	240.40	0.00	734.63	760.97	578.67	1.0	0.72	0.04
20160704	1800	18.8	-128.8	55.5	1008	0.00	0.00	0.00	698.03	698.03	1.0	0.95	0.0
20160705	0000	19.1	-129.9	55.5	1008	0.00	0.00	0.00	733.60	733.6	1.0	0.85	0.01
20160705	0600	19.4	-130.9	55.5	1008	0.00	0.00	0.00	865.69	865.69	1.0	0.87	0.05
20160705	1200	19.6	-131.9	46.25	1009	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160705	1800	19.8	-132.9	46.25	1009	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160706	0000	20.0	-133.9	46.25	1009	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160706	0600	20.2	-134.9	46.25	1010	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160706	1200	20.4	-135.9	46.25	1010	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160706	1800	20.6	-137.0	46.25	1010	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160707	0000	20.7	-138.1	46.25	1010	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160707	0600	20.8	-139.1	46.25	1010	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160707	1200	20.8	-140.0	46.25	1010	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160707	1800	20.7	-140.8	46.25	1010	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160708	0000	20.6	-141.5	46.25	1010	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
20160708	0600	20.4	-142.2	46.25	1010	-9999	-9999	-9999	-9999	-9999.0	-0.0	-9999.0	-9999.0
